pollen,location,from,to,value
Pinus,DEVIEC,2018-06-11 09:00:00,2018-06-11 10:00:00,9.527731857
Poaceae,DEBIED,2018-06-11 09:00:00,2018-06-11 10:00:00,58.74054672
Poaceae,DEVIEC,2018-06-11 09:00:00,2018-06-11 10:00:00,38.11092743
Pinus,DEVIEC,2018-06-11 12:00:00,2018-06-11 13:00:00,0.0
Poaceae,DEVIEC,2018-06-11 12:00:00,2018-06-11 13:00:00,42.91471402
Pinus,DEBIED,2018-06-11 15:00:00,2018-06-11 16:00:00,4.685948414
Pinus,DEVIEC,2018-06-11 15:00:00,2018-06-11 16:00:00,10.3938893
Poaceae,DEBIED,2018-06-11 15:00:00,2018-06-11 16:00:00,46.85948414
Poaceae,DEVIEC,2018-06-11 15:00:00,2018-06-11 16:00:00,57.16639114
Pinus,DEBIED,2018-06-11 18:00:00,2018-06-11 19:00:00,4.80371066
Pinus,DEVIEC,2018-06-11 18:00:00,2018-06-11 19:00:00,5.196944649
Poaceae,DEBIED,2018-06-11 18:00:00,2018-06-11 19:00:00,24.0185533
Poaceae,DEVIEC,2018-06-11 18:00:00,2018-06-11 19:00:00,15.59083395
Pinus,DEBIED,2018-06-11 21:00:00,2018-06-11 22:00:00,0.0
Pinus,DEVIEC,2018-06-11 21:00:00,2018-06-11 22:00:00,4.768301558
Poaceae,DEBIED,2018-06-11 21:00:00,2018-06-11 22:00:00,9.465363185
Poaceae,DEVIEC,2018-06-11 21:00:00,2018-06-11 22:00:00,0.0
Pinus,DEBIED,2018-06-12 00:00:00,2018-06-12 01:00:00,0.0
Pinus,DEVIEC,2018-06-12 00:00:00,2018-06-12 01:00:00,0.0
Poaceae,DEBIED,2018-06-12 00:00:00,2018-06-12 01:00:00,4.759880912
Poaceae,DEVIEC,2018-06-12 00:00:00,2018-06-12 01:00:00,0.0
Pinus,DEBIED,2018-06-12 03:00:00,2018-06-12 04:00:00,0.0
Pinus,DEVIEC,2018-06-12 03:00:00,2018-06-12 04:00:00,0.0
Poaceae,DEBIED,2018-06-12 03:00:00,2018-06-12 04:00:00,4.736548162
Poaceae,DEVIEC,2018-06-12 03:00:00,2018-06-12 04:00:00,0.0
Pinus,DEBIED,2018-06-12 06:00:00,2018-06-12 07:00:00,0.0
Pinus,DEVIEC,2018-06-12 06:00:00,2018-06-12 07:00:00,0.0
Poaceae,DEBIED,2018-06-12 06:00:00,2018-06-12 07:00:00,4.77775475
Poaceae,DEVIEC,2018-06-12 06:00:00,2018-06-12 07:00:00,0.0
Pinus,DEBIED,2018-06-12 09:00:00,2018-06-12 10:00:00,0.0
Pinus,DEVIEC,2018-06-12 09:00:00,2018-06-12 10:00:00,0.0
Poaceae,DEBIED,2018-06-12 09:00:00,2018-06-12 10:00:00,14.32157317
Poaceae,DEVIEC,2018-06-12 09:00:00,2018-06-12 10:00:00,0.0
Pinus,DEBIED,2018-06-12 12:00:00,2018-06-12 13:00:00,9.555509501
Pinus,DEVIEC,2018-06-12 12:00:00,2018-06-12 13:00:00,0.0
Poaceae,DEBIED,2018-06-12 12:00:00,2018-06-12 13:00:00,14.33326425
Poaceae,DEVIEC,2018-06-12 12:00:00,2018-06-12 13:00:00,41.57555719
Pinus,DEBIED,2018-06-12 15:00:00,2018-06-12 16:00:00,0.0
Pinus,DEVIEC,2018-06-12 15:00:00,2018-06-12 16:00:00,5.196944649
Poaceae,DEBIED,2018-06-12 15:00:00,2018-06-12 16:00:00,4.773857724
Poaceae,DEVIEC,2018-06-12 15:00:00,2018-06-12 16:00:00,15.59083395
Pinus,DEBIED,2018-06-12 18:00:00,2018-06-12 19:00:00,0.0
Pinus,DEVIEC,2018-06-12 18:00:00,2018-06-12 19:00:00,0.0
Poaceae,DEBIED,2018-06-12 18:00:00,2018-06-12 19:00:00,0.0
Poaceae,DEVIEC,2018-06-12 18:00:00,2018-06-12 19:00:00,0.0
Pinus,DEBIED,2018-06-12 21:00:00,2018-06-12 22:00:00,0.0
Pinus,DEVIEC,2018-06-12 21:00:00,2018-06-12 22:00:00,0.0
Poaceae,DEBIED,2018-06-12 21:00:00,2018-06-12 22:00:00,0.0
Poaceae,DEVIEC,2018-06-12 21:00:00,2018-06-12 22:00:00,4.803898415
Pinus,DEBIED,2018-06-13 00:00:00,2018-06-13 01:00:00,0.0
Pinus,DEVIEC,2018-06-13 00:00:00,2018-06-13 01:00:00,5.150125328
Poaceae,DEBIED,2018-06-13 00:00:00,2018-06-13 01:00:00,0.0
Poaceae,DEVIEC,2018-06-13 00:00:00,2018-06-13 01:00:00,0.0
Pinus,DEBIED,2018-06-13 03:00:00,2018-06-13 04:00:00,0.0
Pinus,DEVIEC,2018-06-13 03:00:00,2018-06-13 04:00:00,0.0
Poaceae,DEBIED,2018-06-13 03:00:00,2018-06-13 04:00:00,0.0
Poaceae,DEVIEC,2018-06-13 03:00:00,2018-06-13 04:00:00,0.0
Pinus,DEBIED,2018-06-13 06:00:00,2018-06-13 07:00:00,0.0
Pinus,DEVIEC,2018-06-13 06:00:00,2018-06-13 07:00:00,4.763865928
Poaceae,DEBIED,2018-06-13 06:00:00,2018-06-13 07:00:00,0.0
Poaceae,DEVIEC,2018-06-13 06:00:00,2018-06-13 07:00:00,4.763865928
Pinus,DEBIED,2018-06-13 09:00:00,2018-06-13 10:00:00,0.0
Pinus,DEVIEC,2018-06-13 09:00:00,2018-06-13 10:00:00,0.0
Poaceae,DEBIED,2018-06-13 09:00:00,2018-06-13 10:00:00,4.740421055
Poaceae,DEVIEC,2018-06-13 09:00:00,2018-06-13 10:00:00,0.0
Pinus,DEBIED,2018-06-13 12:00:00,2018-06-13 13:00:00,0.0
Pinus,DEVIEC,2018-06-13 12:00:00,2018-06-13 13:00:00,5.154920603
Poaceae,DEBIED,2018-06-13 12:00:00,2018-06-13 13:00:00,4.736548162
Poaceae,DEVIEC,2018-06-13 12:00:00,2018-06-13 13:00:00,0.0
Pinus,DEBIED,2018-06-13 15:00:00,2018-06-13 16:00:00,0.0
Pinus,DEVIEC,2018-06-13 15:00:00,2018-06-13 16:00:00,4.768301558
Poaceae,DEBIED,2018-06-13 15:00:00,2018-06-13 16:00:00,4.773857724
Poaceae,DEVIEC,2018-06-13 15:00:00,2018-06-13 16:00:00,14.30490467
Pinus,DEVIEC,2018-06-13 18:00:00,2018-06-13 19:00:00,9.518877087
Poaceae,DEVIEC,2018-06-13 18:00:00,2018-06-13 19:00:00,0.0
Pinus,DEVIEC,2018-06-13 21:00:00,2018-06-13 22:00:00,4.768301558
Poaceae,DEVIEC,2018-06-13 21:00:00,2018-06-13 22:00:00,0.0
Pinus,DEVIEC,2018-06-14 00:00:00,2018-06-14 01:00:00,0.0
Poaceae,DEVIEC,2018-06-14 00:00:00,2018-06-14 01:00:00,0.0
Pinus,DEVIEC,2018-06-14 03:00:00,2018-06-14 04:00:00,0.0
Poaceae,DEVIEC,2018-06-14 03:00:00,2018-06-14 04:00:00,0.0
Pinus,DEVIEC,2018-06-14 06:00:00,2018-06-14 07:00:00,5.150125328
Poaceae,DEVIEC,2018-06-14 06:00:00,2018-06-14 07:00:00,0.0
Pinus,DEBIED,2018-06-14 09:00:00,2018-06-14 10:00:00,10.69655895
Pinus,DEVIEC,2018-06-14 09:00:00,2018-06-14 10:00:00,0.0
Poaceae,DEBIED,2018-06-14 09:00:00,2018-06-14 10:00:00,0.0
Poaceae,DEVIEC,2018-06-14 09:00:00,2018-06-14 10:00:00,0.0
Pinus,DEBIED,2018-06-14 12:00:00,2018-06-14 13:00:00,0.0
Pinus,DEVIEC,2018-06-14 12:00:00,2018-06-14 13:00:00,0.0
Poaceae,DEBIED,2018-06-14 12:00:00,2018-06-14 13:00:00,14.18646399
Poaceae,DEVIEC,2018-06-14 12:00:00,2018-06-14 13:00:00,10.3938893
Pinus,DEBIED,2018-06-14 15:00:00,2018-06-14 16:00:00,9.45764266
Pinus,DEVIEC,2018-06-14 15:00:00,2018-06-14 16:00:00,0.0
Poaceae,DEBIED,2018-06-14 15:00:00,2018-06-14 16:00:00,14.18646399
Poaceae,DEVIEC,2018-06-14 15:00:00,2018-06-14 16:00:00,0.0
Pinus,DEBIED,2018-06-14 18:00:00,2018-06-14 19:00:00,4.736548162
Pinus,DEVIEC,2018-06-14 18:00:00,2018-06-14 19:00:00,0.0
Poaceae,DEBIED,2018-06-14 18:00:00,2018-06-14 19:00:00,23.68274081
Poaceae,DEVIEC,2018-06-14 18:00:00,2018-06-14 19:00:00,4.803898415
Pinus,DEBIED,2018-06-14 21:00:00,2018-06-14 22:00:00,4.72882133
Pinus,DEVIEC,2018-06-14 21:00:00,2018-06-14 22:00:00,5.196944649
Poaceae,DEBIED,2018-06-14 21:00:00,2018-06-14 22:00:00,9.45764266
Poaceae,DEVIEC,2018-06-14 21:00:00,2018-06-14 22:00:00,0.0
Pinus,DEBIED,2018-06-15 00:00:00,2018-06-15 01:00:00,0.0
Pinus,DEVIEC,2018-06-15 00:00:00,2018-06-15 01:00:00,0.0
Poaceae,DEBIED,2018-06-15 00:00:00,2018-06-15 01:00:00,18.89986944
Poaceae,DEVIEC,2018-06-15 00:00:00,2018-06-15 01:00:00,0.0
Pinus,DEBIED,2018-06-15 03:00:00,2018-06-15 04:00:00,0.0
Pinus,DEVIEC,2018-06-15 03:00:00,2018-06-15 04:00:00,0.0
Poaceae,DEBIED,2018-06-15 03:00:00,2018-06-15 04:00:00,9.45764266
Poaceae,DEVIEC,2018-06-15 03:00:00,2018-06-15 04:00:00,0.0
Pinus,DEBIED,2018-06-15 06:00:00,2018-06-15 07:00:00,4.72882133
Pinus,DEVIEC,2018-06-15 06:00:00,2018-06-15 07:00:00,5.201783518
Poaceae,DEBIED,2018-06-15 06:00:00,2018-06-15 07:00:00,14.18646399
Poaceae,DEVIEC,2018-06-15 06:00:00,2018-06-15 07:00:00,10.40356704
Pinus,DEBIED,2018-06-15 09:00:00,2018-06-15 10:00:00,0.0
Pinus,DEVIEC,2018-06-15 09:00:00,2018-06-15 10:00:00,0.0
Poaceae,DEBIED,2018-06-15 09:00:00,2018-06-15 10:00:00,28.39608955
Poaceae,DEVIEC,2018-06-15 09:00:00,2018-06-15 10:00:00,33.3470615
Pinus,DEBIED,2018-06-15 12:00:00,2018-06-15 13:00:00,4.736548162
Pinus,DEVIEC,2018-06-15 12:00:00,2018-06-15 13:00:00,4.768301558
Poaceae,DEBIED,2018-06-15 12:00:00,2018-06-15 13:00:00,94.73096324
Poaceae,DEVIEC,2018-06-15 12:00:00,2018-06-15 13:00:00,190.7320623
Pinus,DEBIED,2018-06-15 15:00:00,2018-06-15 16:00:00,4.732681592
Pinus,DEVIEC,2018-06-15 15:00:00,2018-06-15 16:00:00,4.768301558
Poaceae,DEBIED,2018-06-15 15:00:00,2018-06-15 16:00:00,70.99022388
Poaceae,DEVIEC,2018-06-15 15:00:00,2018-06-15 16:00:00,109.6709358
Pinus,DEBIED,2018-06-15 18:00:00,2018-06-15 19:00:00,4.72882133
Pinus,DEVIEC,2018-06-15 18:00:00,2018-06-15 19:00:00,0.0
Poaceae,DEBIED,2018-06-15 18:00:00,2018-06-15 19:00:00,47.2882133
Poaceae,DEVIEC,2018-06-15 18:00:00,2018-06-15 19:00:00,61.85904724
Pinus,DEBIED,2018-06-15 21:00:00,2018-06-15 22:00:00,4.732681592
Pinus,DEVIEC,2018-06-15 21:00:00,2018-06-15 22:00:00,0.0
Poaceae,DEBIED,2018-06-15 21:00:00,2018-06-15 22:00:00,33.12877115
Poaceae,DEVIEC,2018-06-15 21:00:00,2018-06-15 22:00:00,14.41169525
Pinus,DEBIED,2018-06-16 00:00:00,2018-06-16 01:00:00,4.732681592
Pinus,DEVIEC,2018-06-16 00:00:00,2018-06-16 01:00:00,0.0
Poaceae,DEBIED,2018-06-16 00:00:00,2018-06-16 01:00:00,4.732681592
Poaceae,DEVIEC,2018-06-16 00:00:00,2018-06-16 01:00:00,10.40356704
Pinus,DEBIED,2018-06-16 03:00:00,2018-06-16 04:00:00,0.0
Pinus,DEVIEC,2018-06-16 03:00:00,2018-06-16 04:00:00,0.0
Poaceae,DEBIED,2018-06-16 03:00:00,2018-06-16 04:00:00,9.384562714
Poaceae,DEVIEC,2018-06-16 03:00:00,2018-06-16 04:00:00,0.0
Pinus,DEBIED,2018-06-16 06:00:00,2018-06-16 07:00:00,0.0
Pinus,DEVIEC,2018-06-16 06:00:00,2018-06-16 07:00:00,0.0
Poaceae,DEBIED,2018-06-16 06:00:00,2018-06-16 07:00:00,28.39608955
Poaceae,DEVIEC,2018-06-16 06:00:00,2018-06-16 07:00:00,10.38422955
Pinus,DEBIED,2018-06-16 09:00:00,2018-06-16 10:00:00,4.732681592
Pinus,DEVIEC,2018-06-16 09:00:00,2018-06-16 10:00:00,10.47949771
Poaceae,DEBIED,2018-06-16 09:00:00,2018-06-16 10:00:00,94.65363185
Poaceae,DEVIEC,2018-06-16 09:00:00,2018-06-16 10:00:00,41.91799084
Pinus,DEBIED,2018-06-16 12:00:00,2018-06-16 13:00:00,4.732681592
Pinus,DEVIEC,2018-06-16 12:00:00,2018-06-16 13:00:00,0.0
Poaceae,DEBIED,2018-06-16 12:00:00,2018-06-16 13:00:00,108.8516766
Poaceae,DEVIEC,2018-06-16 12:00:00,2018-06-16 13:00:00,61.85904724
Pinus,DEBIED,2018-06-16 15:00:00,2018-06-16 16:00:00,4.72882133
Pinus,DEVIEC,2018-06-16 15:00:00,2018-06-16 16:00:00,0.0
Poaceae,DEBIED,2018-06-16 15:00:00,2018-06-16 16:00:00,165.5087465
Poaceae,DEVIEC,2018-06-16 15:00:00,2018-06-16 16:00:00,88.34805904
Pinus,DEBIED,2018-06-16 18:00:00,2018-06-16 19:00:00,0.0
Pinus,DEVIEC,2018-06-16 18:00:00,2018-06-16 19:00:00,0.0
Poaceae,DEBIED,2018-06-16 18:00:00,2018-06-16 19:00:00,118.3170398
Poaceae,DEVIEC,2018-06-16 18:00:00,2018-06-16 19:00:00,51.96944649
Pinus,DEBIED,2018-06-16 21:00:00,2018-06-16 22:00:00,0.0
Pinus,DEVIEC,2018-06-16 21:00:00,2018-06-16 22:00:00,5.196944649
Poaceae,DEBIED,2018-06-16 21:00:00,2018-06-16 22:00:00,33.47160701
Poaceae,DEVIEC,2018-06-16 21:00:00,2018-06-16 22:00:00,25.98472325
Pinus,DEBIED,2018-06-17 00:00:00,2018-06-17 01:00:00,0.0
Pinus,DEVIEC,2018-06-17 00:00:00,2018-06-17 01:00:00,0.0
Poaceae,DEBIED,2018-06-17 00:00:00,2018-06-17 01:00:00,18.94619265
Poaceae,DEVIEC,2018-06-17 00:00:00,2018-06-17 01:00:00,9.60779683
Pinus,DEBIED,2018-06-17 03:00:00,2018-06-17 04:00:00,0.0
Pinus,DEVIEC,2018-06-17 03:00:00,2018-06-17 04:00:00,0.0
Poaceae,DEBIED,2018-06-17 03:00:00,2018-06-17 04:00:00,23.66340796
Poaceae,DEVIEC,2018-06-17 03:00:00,2018-06-17 04:00:00,0.0
Pinus,DEBIED,2018-06-17 06:00:00,2018-06-17 07:00:00,0.0
Pinus,DEVIEC,2018-06-17 06:00:00,2018-06-17 07:00:00,0.0
Poaceae,DEBIED,2018-06-17 06:00:00,2018-06-17 07:00:00,23.86928862
Poaceae,DEVIEC,2018-06-17 06:00:00,2018-06-17 07:00:00,25.75062664
Pinus,DEBIED,2018-06-17 09:00:00,2018-06-17 10:00:00,0.0
Pinus,DEVIEC,2018-06-17 09:00:00,2018-06-17 10:00:00,5.201783518
Poaceae,DEBIED,2018-06-17 09:00:00,2018-06-17 10:00:00,75.7847706
Poaceae,DEVIEC,2018-06-17 09:00:00,2018-06-17 10:00:00,46.81605166
Pinus,DEBIED,2018-06-17 12:00:00,2018-06-17 13:00:00,4.77775475
Pinus,DEVIEC,2018-06-17 12:00:00,2018-06-17 13:00:00,5.201783518
Poaceae,DEBIED,2018-06-17 12:00:00,2018-06-17 13:00:00,57.333057
Poaceae,DEVIEC,2018-06-17 12:00:00,2018-06-17 13:00:00,83.22853628
Pinus,DEBIED,2018-06-17 15:00:00,2018-06-17 16:00:00,4.732681592
Pinus,DEVIEC,2018-06-17 15:00:00,2018-06-17 16:00:00,0.0
Poaceae,DEBIED,2018-06-17 15:00:00,2018-06-17 16:00:00,23.66340796
Poaceae,DEVIEC,2018-06-17 15:00:00,2018-06-17 16:00:00,62.4506794
Pinus,DEBIED,2018-06-17 18:00:00,2018-06-17 19:00:00,0.0
Pinus,DEVIEC,2018-06-17 18:00:00,2018-06-17 19:00:00,0.0
Poaceae,DEBIED,2018-06-17 18:00:00,2018-06-17 19:00:00,14.20964449
Poaceae,DEVIEC,2018-06-17 18:00:00,2018-06-17 19:00:00,10.30025066
Pinus,DEBIED,2018-06-17 21:00:00,2018-06-17 22:00:00,0.0
Pinus,DEVIEC,2018-06-17 21:00:00,2018-06-17 22:00:00,4.808371319
Poaceae,DEBIED,2018-06-17 21:00:00,2018-06-17 22:00:00,0.0
Poaceae,DEVIEC,2018-06-17 21:00:00,2018-06-17 22:00:00,9.616742637
Pinus,DEBIED,2018-06-18 00:00:00,2018-06-18 01:00:00,0.0
Pinus,DEVIEC,2018-06-18 00:00:00,2018-06-18 01:00:00,0.0
Poaceae,DEBIED,2018-06-18 00:00:00,2018-06-18 01:00:00,0.0
Poaceae,DEVIEC,2018-06-18 00:00:00,2018-06-18 01:00:00,0.0
Pinus,DEBIED,2018-06-18 03:00:00,2018-06-18 04:00:00,0.0
Pinus,DEVIEC,2018-06-18 03:00:00,2018-06-18 04:00:00,5.196944649
Poaceae,DEBIED,2018-06-18 03:00:00,2018-06-18 04:00:00,0.0
Poaceae,DEVIEC,2018-06-18 03:00:00,2018-06-18 04:00:00,0.0
Pinus,DEBIED,2018-06-18 06:00:00,2018-06-18 07:00:00,9.563316289
Pinus,DEVIEC,2018-06-18 06:00:00,2018-06-18 07:00:00,0.0
Poaceae,DEBIED,2018-06-18 06:00:00,2018-06-18 07:00:00,0.0
Poaceae,DEVIEC,2018-06-18 06:00:00,2018-06-18 07:00:00,0.0
Pinus,DEBIED,2018-06-18 09:00:00,2018-06-18 10:00:00,4.77775475
Pinus,DEVIEC,2018-06-18 09:00:00,2018-06-18 10:00:00,0.0
Poaceae,DEBIED,2018-06-18 09:00:00,2018-06-18 10:00:00,9.555509501
Poaceae,DEVIEC,2018-06-18 09:00:00,2018-06-18 10:00:00,20.7877786
Pinus,DEBIED,2018-06-18 12:00:00,2018-06-18 13:00:00,4.732681592
Pinus,DEVIEC,2018-06-18 12:00:00,2018-06-18 13:00:00,0.0
Poaceae,DEBIED,2018-06-18 12:00:00,2018-06-18 13:00:00,18.93072637
Poaceae,DEVIEC,2018-06-18 12:00:00,2018-06-18 13:00:00,36.41248462
Pinus,DEBIED,2018-06-18 15:00:00,2018-06-18 16:00:00,0.0
Pinus,DEVIEC,2018-06-18 15:00:00,2018-06-18 16:00:00,0.0
Poaceae,DEBIED,2018-06-18 15:00:00,2018-06-18 16:00:00,28.68994887
Poaceae,DEVIEC,2018-06-18 15:00:00,2018-06-18 16:00:00,42.87479336
Pinus,DEBIED,2018-06-18 18:00:00,2018-06-18 19:00:00,0.0
Pinus,DEVIEC,2018-06-18 18:00:00,2018-06-18 19:00:00,0.0
Poaceae,DEBIED,2018-06-18 18:00:00,2018-06-18 19:00:00,28.39608955
Poaceae,DEVIEC,2018-06-18 18:00:00,2018-06-18 19:00:00,15.60535055
Pinus,DEBIED,2018-06-18 21:00:00,2018-06-18 22:00:00,0.0
Pinus,DEVIEC,2018-06-18 21:00:00,2018-06-18 22:00:00,0.0
Poaceae,DEBIED,2018-06-18 21:00:00,2018-06-18 22:00:00,14.35670377
Poaceae,DEVIEC,2018-06-18 21:00:00,2018-06-18 22:00:00,14.29159779
Pinus,DEBIED,2018-06-19 00:00:00,2018-06-19 01:00:00,0.0
Pinus,DEVIEC,2018-06-19 00:00:00,2018-06-19 01:00:00,0.0
Poaceae,DEBIED,2018-06-19 00:00:00,2018-06-19 01:00:00,9.45764266
Poaceae,DEVIEC,2018-06-19 00:00:00,2018-06-19 01:00:00,0.0
Pinus,DEBIED,2018-06-19 03:00:00,2018-06-19 04:00:00,4.781658145
Pinus,DEVIEC,2018-06-19 03:00:00,2018-06-19 04:00:00,4.763865928
Poaceae,DEBIED,2018-06-19 03:00:00,2018-06-19 04:00:00,9.563316289
Poaceae,DEVIEC,2018-06-19 03:00:00,2018-06-19 04:00:00,9.527731857
Pinus,DEVIEC,2018-06-19 06:00:00,2018-06-19 07:00:00,0.0
Poaceae,DEVIEC,2018-06-19 06:00:00,2018-06-19 07:00:00,4.763865928
Pinus,DEVIEC,2018-06-19 09:00:00,2018-06-19 10:00:00,4.772745455
Poaceae,DEVIEC,2018-06-19 09:00:00,2018-06-19 10:00:00,14.31823636
Pinus,DEVIEC,2018-06-19 12:00:00,2018-06-19 13:00:00,9.527731857
Poaceae,DEVIEC,2018-06-19 12:00:00,2018-06-19 13:00:00,14.29159779
Pinus,DEBIED,2018-06-19 15:00:00,2018-06-19 16:00:00,14.56793687
Pinus,DEVIEC,2018-06-19 15:00:00,2018-06-19 16:00:00,0.0
Poaceae,DEBIED,2018-06-19 15:00:00,2018-06-19 16:00:00,33.99185269
Poaceae,DEVIEC,2018-06-19 15:00:00,2018-06-19 16:00:00,4.768301558
Pinus,DEVIEC,2018-06-19 18:00:00,2018-06-19 19:00:00,0.0
Poaceae,DEVIEC,2018-06-19 18:00:00,2018-06-19 19:00:00,5.196944649
Pinus,DEBIED,2018-06-19 21:00:00,2018-06-19 22:00:00,0.0
Pinus,DEVIEC,2018-06-19 21:00:00,2018-06-19 22:00:00,0.0
Poaceae,DEBIED,2018-06-19 21:00:00,2018-06-19 22:00:00,18.53728202
Poaceae,DEVIEC,2018-06-19 21:00:00,2018-06-19 22:00:00,5.201783518
Pinus,DEBIED,2018-06-20 00:00:00,2018-06-20 01:00:00,0.0
Poaceae,DEBIED,2018-06-20 00:00:00,2018-06-20 01:00:00,9.529061493
Pinus,DEBIED,2018-06-20 03:00:00,2018-06-20 04:00:00,0.0
Poaceae,DEBIED,2018-06-20 03:00:00,2018-06-20 04:00:00,4.732681592
Pinus,DEBIED,2018-06-20 06:00:00,2018-06-20 07:00:00,4.748185873
Poaceae,DEBIED,2018-06-20 06:00:00,2018-06-20 07:00:00,4.748185873
Pinus,DEBIED,2018-06-20 18:00:00,2018-06-20 19:00:00,0.0
Poaceae,DEBIED,2018-06-20 18:00:00,2018-06-20 19:00:00,43.41393384
Pinus,DEBIED,2018-06-21 00:00:00,2018-06-21 01:00:00,0.0
Poaceae,DEBIED,2018-06-21 00:00:00,2018-06-21 01:00:00,9.276055921
Pinus,DEBIED,2018-06-21 03:00:00,2018-06-21 04:00:00,0.0
Poaceae,DEBIED,2018-06-21 03:00:00,2018-06-21 04:00:00,9.529061493
Pinus,DEBIED,2018-06-21 09:00:00,2018-06-21 10:00:00,0.0
Poaceae,DEBIED,2018-06-21 09:00:00,2018-06-21 10:00:00,23.55763897
Pinus,DEBIED,2018-06-21 12:00:00,2018-06-21 13:00:00,14.30990115
Pinus,DEVIEC,2018-06-21 12:00:00,2018-06-21 13:00:00,6.186838868
Poaceae,DEBIED,2018-06-21 12:00:00,2018-06-21 13:00:00,33.38976934
Poaceae,DEVIEC,2018-06-21 12:00:00,2018-06-21 13:00:00,55.68154981
Pinus,DEBIED,2018-06-21 15:00:00,2018-06-21 16:00:00,4.736548162
Pinus,DEVIEC,2018-06-21 15:00:00,2018-06-21 16:00:00,25.98472325
Poaceae,DEBIED,2018-06-21 15:00:00,2018-06-21 16:00:00,4.736548162
Poaceae,DEVIEC,2018-06-21 15:00:00,2018-06-21 16:00:00,46.77250184
Pinus,DEBIED,2018-06-21 18:00:00,2018-06-21 19:00:00,0.0
Pinus,DEVIEC,2018-06-21 18:00:00,2018-06-21 19:00:00,0.0
Poaceae,DEBIED,2018-06-21 18:00:00,2018-06-21 19:00:00,4.732681592
Poaceae,DEVIEC,2018-06-21 18:00:00,2018-06-21 19:00:00,10.38422955
Pinus,DEBIED,2018-06-21 21:00:00,2018-06-21 22:00:00,9.465363185
Pinus,DEVIEC,2018-06-21 21:00:00,2018-06-21 22:00:00,10.40356704
Poaceae,DEBIED,2018-06-21 21:00:00,2018-06-21 22:00:00,42.59413433
Poaceae,DEVIEC,2018-06-21 21:00:00,2018-06-21 22:00:00,5.201783518
Pinus,DEBIED,2018-06-22 00:00:00,2018-06-22 01:00:00,4.732681592
Pinus,DEVIEC,2018-06-22 00:00:00,2018-06-22 01:00:00,5.196944649
Poaceae,DEBIED,2018-06-22 00:00:00,2018-06-22 01:00:00,4.732681592
Poaceae,DEVIEC,2018-06-22 00:00:00,2018-06-22 01:00:00,0.0
Pinus,DEBIED,2018-06-22 03:00:00,2018-06-22 04:00:00,4.72882133
Pinus,DEVIEC,2018-06-22 03:00:00,2018-06-22 04:00:00,5.196944649
Poaceae,DEBIED,2018-06-22 03:00:00,2018-06-22 04:00:00,9.45764266
Poaceae,DEVIEC,2018-06-22 03:00:00,2018-06-22 04:00:00,5.196944649
Pinus,DEBIED,2018-06-22 06:00:00,2018-06-22 07:00:00,0.0
Pinus,DEVIEC,2018-06-22 06:00:00,2018-06-22 07:00:00,5.196944649
Poaceae,DEBIED,2018-06-22 06:00:00,2018-06-22 07:00:00,70.93231995
Poaceae,DEVIEC,2018-06-22 06:00:00,2018-06-22 07:00:00,15.59083395
Pinus,DEBIED,2018-06-22 09:00:00,2018-06-22 10:00:00,0.0
Pinus,DEVIEC,2018-06-22 09:00:00,2018-06-22 10:00:00,0.0
Poaceae,DEBIED,2018-06-22 09:00:00,2018-06-22 10:00:00,37.83057064
Poaceae,DEVIEC,2018-06-22 09:00:00,2018-06-22 10:00:00,10.40356704
Pinus,DEBIED,2018-06-22 12:00:00,2018-06-22 13:00:00,4.736548162
Pinus,DEVIEC,2018-06-22 12:00:00,2018-06-22 13:00:00,10.3938893
Poaceae,DEBIED,2018-06-22 12:00:00,2018-06-22 13:00:00,37.8923853
Poaceae,DEVIEC,2018-06-22 12:00:00,2018-06-22 13:00:00,0.0
Pinus,DEBIED,2018-06-22 15:00:00,2018-06-22 16:00:00,9.45764266
Pinus,DEVIEC,2018-06-22 15:00:00,2018-06-22 16:00:00,31.18166789
Poaceae,DEBIED,2018-06-22 15:00:00,2018-06-22 16:00:00,33.10174931
Poaceae,DEVIEC,2018-06-22 15:00:00,2018-06-22 16:00:00,5.196944649
Pinus,DEBIED,2018-06-22 18:00:00,2018-06-22 19:00:00,4.736548162
Pinus,DEVIEC,2018-06-22 18:00:00,2018-06-22 19:00:00,10.3938893
Poaceae,DEBIED,2018-06-22 18:00:00,2018-06-22 19:00:00,4.736548162
Poaceae,DEVIEC,2018-06-22 18:00:00,2018-06-22 19:00:00,0.0
Pinus,DEBIED,2018-06-22 21:00:00,2018-06-22 22:00:00,9.563316289
Pinus,DEVIEC,2018-06-22 21:00:00,2018-06-22 22:00:00,0.0
Poaceae,DEBIED,2018-06-22 21:00:00,2018-06-22 22:00:00,0.0
Poaceae,DEVIEC,2018-06-22 21:00:00,2018-06-22 22:00:00,0.0
Pinus,DEBIED,2018-06-23 00:00:00,2018-06-23 01:00:00,0.0
Pinus,DEVIEC,2018-06-23 00:00:00,2018-06-23 01:00:00,5.196944649
Poaceae,DEBIED,2018-06-23 00:00:00,2018-06-23 01:00:00,0.0
Poaceae,DEVIEC,2018-06-23 00:00:00,2018-06-23 01:00:00,0.0
Pinus,DEBIED,2018-06-23 03:00:00,2018-06-23 04:00:00,0.0
Pinus,DEVIEC,2018-06-23 03:00:00,2018-06-23 04:00:00,0.0
Poaceae,DEBIED,2018-06-23 03:00:00,2018-06-23 04:00:00,0.0
