pollen,location,from,to,value
Pinus,DEVIEC,2018-07-10 03:00:00,2018-07-10 04:00:00,0.0
Poaceae,DEBIED,2018-07-10 03:00:00,2018-07-10 04:00:00,9.465363185
Poaceae,DEVIEC,2018-07-10 03:00:00,2018-07-10 04:00:00,0.0
Pinus,DEBIED,2018-07-10 06:00:00,2018-07-10 07:00:00,0.0
Pinus,DEVIEC,2018-07-10 06:00:00,2018-07-10 07:00:00,0.0
Poaceae,DEBIED,2018-07-10 06:00:00,2018-07-10 07:00:00,9.465363185
Poaceae,DEVIEC,2018-07-10 06:00:00,2018-07-10 07:00:00,5.192114775
Pinus,DEBIED,2018-07-10 09:00:00,2018-07-10 10:00:00,0.0
Pinus,DEVIEC,2018-07-10 09:00:00,2018-07-10 10:00:00,0.0
Poaceae,DEBIED,2018-07-10 09:00:00,2018-07-10 10:00:00,18.91528532
Poaceae,DEVIEC,2018-07-10 09:00:00,2018-07-10 10:00:00,10.40356704
Pinus,DEBIED,2018-07-10 12:00:00,2018-07-10 13:00:00,0.0
Pinus,DEVIEC,2018-07-10 12:00:00,2018-07-10 13:00:00,0.0
Poaceae,DEBIED,2018-07-10 12:00:00,2018-07-10 13:00:00,14.20964449
Poaceae,DEVIEC,2018-07-10 12:00:00,2018-07-10 13:00:00,0.0
Pinus,DEBIED,2018-07-10 15:00:00,2018-07-10 16:00:00,0.0
Pinus,DEVIEC,2018-07-10 15:00:00,2018-07-10 16:00:00,0.0
Poaceae,DEBIED,2018-07-10 15:00:00,2018-07-10 16:00:00,33.38976934
Poaceae,DEVIEC,2018-07-10 15:00:00,2018-07-10 16:00:00,10.30984121
Pinus,DEBIED,2018-07-10 18:00:00,2018-07-10 19:00:00,0.0
Pinus,DEVIEC,2018-07-10 18:00:00,2018-07-10 19:00:00,0.0
Poaceae,DEBIED,2018-07-10 18:00:00,2018-07-10 19:00:00,0.0
Poaceae,DEVIEC,2018-07-10 18:00:00,2018-07-10 19:00:00,5.154920603
Pinus,DEBIED,2018-07-10 21:00:00,2018-07-10 22:00:00,0.0
Pinus,DEVIEC,2018-07-10 21:00:00,2018-07-10 22:00:00,0.0
Poaceae,DEBIED,2018-07-10 21:00:00,2018-07-10 22:00:00,0.0
Poaceae,DEVIEC,2018-07-10 21:00:00,2018-07-10 22:00:00,0.0
Pinus,DEBIED,2018-07-11 00:00:00,2018-07-11 01:00:00,0.0
Pinus,DEVIEC,2018-07-11 00:00:00,2018-07-11 01:00:00,0.0
Poaceae,DEBIED,2018-07-11 00:00:00,2018-07-11 01:00:00,0.0
Poaceae,DEVIEC,2018-07-11 00:00:00,2018-07-11 01:00:00,0.0
Pinus,DEBIED,2018-07-11 03:00:00,2018-07-11 04:00:00,0.0
Pinus,DEVIEC,2018-07-11 03:00:00,2018-07-11 04:00:00,0.0
Poaceae,DEBIED,2018-07-11 03:00:00,2018-07-11 04:00:00,0.0
Poaceae,DEVIEC,2018-07-11 03:00:00,2018-07-11 04:00:00,0.0
Pinus,DEBIED,2018-07-11 06:00:00,2018-07-11 07:00:00,0.0
Pinus,DEVIEC,2018-07-11 06:00:00,2018-07-11 07:00:00,0.0
Poaceae,DEBIED,2018-07-11 06:00:00,2018-07-11 07:00:00,9.555509501
Poaceae,DEVIEC,2018-07-11 06:00:00,2018-07-11 07:00:00,5.201783518
Pinus,DEBIED,2018-07-11 09:00:00,2018-07-11 10:00:00,0.0
Pinus,DEVIEC,2018-07-11 09:00:00,2018-07-11 10:00:00,0.0
Poaceae,DEBIED,2018-07-11 09:00:00,2018-07-11 10:00:00,4.732681592
Poaceae,DEVIEC,2018-07-11 09:00:00,2018-07-11 10:00:00,5.201783518
Pinus,DEBIED,2018-07-11 12:00:00,2018-07-11 13:00:00,0.0
Pinus,DEVIEC,2018-07-11 12:00:00,2018-07-11 13:00:00,0.0
Poaceae,DEBIED,2018-07-11 12:00:00,2018-07-11 13:00:00,9.465363185
Poaceae,DEVIEC,2018-07-11 12:00:00,2018-07-11 13:00:00,5.159724816
Pinus,DEBIED,2018-07-11 15:00:00,2018-07-11 16:00:00,0.0
Pinus,DEVIEC,2018-07-11 15:00:00,2018-07-11 16:00:00,0.0
Poaceae,DEBIED,2018-07-11 15:00:00,2018-07-11 16:00:00,14.20964449
Poaceae,DEVIEC,2018-07-11 15:00:00,2018-07-11 16:00:00,5.201783518
Pinus,DEBIED,2018-07-11 18:00:00,2018-07-11 19:00:00,0.0
Pinus,DEVIEC,2018-07-11 18:00:00,2018-07-11 19:00:00,0.0
Poaceae,DEBIED,2018-07-11 18:00:00,2018-07-11 19:00:00,9.465363185
Poaceae,DEVIEC,2018-07-11 18:00:00,2018-07-11 19:00:00,5.150125328
Pinus,DEBIED,2018-07-11 21:00:00,2018-07-11 22:00:00,0.0
Pinus,DEVIEC,2018-07-11 21:00:00,2018-07-11 22:00:00,0.0
Poaceae,DEBIED,2018-07-11 21:00:00,2018-07-11 22:00:00,4.732681592
Poaceae,DEVIEC,2018-07-11 21:00:00,2018-07-11 22:00:00,0.0
Pinus,DEBIED,2018-07-12 00:00:00,2018-07-12 01:00:00,0.0
Pinus,DEVIEC,2018-07-12 00:00:00,2018-07-12 01:00:00,0.0
Poaceae,DEBIED,2018-07-12 00:00:00,2018-07-12 01:00:00,4.732681592
Poaceae,DEVIEC,2018-07-12 00:00:00,2018-07-12 01:00:00,0.0
Pinus,DEBIED,2018-07-12 03:00:00,2018-07-12 04:00:00,0.0
Pinus,DEVIEC,2018-07-12 03:00:00,2018-07-12 04:00:00,0.0
Poaceae,DEBIED,2018-07-12 03:00:00,2018-07-12 04:00:00,4.72882133
Poaceae,DEVIEC,2018-07-12 03:00:00,2018-07-12 04:00:00,0.0
Pinus,DEBIED,2018-07-12 06:00:00,2018-07-12 07:00:00,0.0
Pinus,DEVIEC,2018-07-12 06:00:00,2018-07-12 07:00:00,0.0
Poaceae,DEBIED,2018-07-12 06:00:00,2018-07-12 07:00:00,0.0
Poaceae,DEVIEC,2018-07-12 06:00:00,2018-07-12 07:00:00,0.0
Pinus,DEBIED,2018-07-12 09:00:00,2018-07-12 10:00:00,0.0
Pinus,DEVIEC,2018-07-12 09:00:00,2018-07-12 10:00:00,0.0
Poaceae,DEBIED,2018-07-12 09:00:00,2018-07-12 10:00:00,0.0
Poaceae,DEVIEC,2018-07-12 09:00:00,2018-07-12 10:00:00,0.0
Pinus,DEBIED,2018-07-12 12:00:00,2018-07-12 13:00:00,0.0
Pinus,DEVIEC,2018-07-12 12:00:00,2018-07-12 13:00:00,0.0
Poaceae,DEBIED,2018-07-12 12:00:00,2018-07-12 13:00:00,28.39608955
Poaceae,DEVIEC,2018-07-12 12:00:00,2018-07-12 13:00:00,30.38209842
Pinus,DEBIED,2018-07-12 15:00:00,2018-07-12 16:00:00,0.0
Pinus,DEVIEC,2018-07-12 15:00:00,2018-07-12 16:00:00,0.0
Poaceae,DEBIED,2018-07-12 15:00:00,2018-07-12 16:00:00,42.59413433
Poaceae,DEVIEC,2018-07-12 15:00:00,2018-07-12 16:00:00,25.75062664
Pinus,DEBIED,2018-07-12 18:00:00,2018-07-12 19:00:00,0.0
Pinus,DEVIEC,2018-07-12 18:00:00,2018-07-12 19:00:00,0.0
Poaceae,DEBIED,2018-07-12 18:00:00,2018-07-12 19:00:00,14.32157317
Poaceae,DEVIEC,2018-07-12 18:00:00,2018-07-12 19:00:00,0.0
Pinus,DEBIED,2018-07-12 21:00:00,2018-07-12 22:00:00,0.0
Pinus,DEVIEC,2018-07-12 21:00:00,2018-07-12 22:00:00,0.0
Poaceae,DEBIED,2018-07-12 21:00:00,2018-07-12 22:00:00,0.0
Poaceae,DEVIEC,2018-07-12 21:00:00,2018-07-12 22:00:00,0.0
Pinus,DEBIED,2018-07-13 00:00:00,2018-07-13 01:00:00,0.0
Pinus,DEVIEC,2018-07-13 00:00:00,2018-07-13 01:00:00,0.0
Poaceae,DEBIED,2018-07-13 00:00:00,2018-07-13 01:00:00,4.72882133
Poaceae,DEVIEC,2018-07-13 00:00:00,2018-07-13 01:00:00,0.0
Pinus,DEBIED,2018-07-13 03:00:00,2018-07-13 04:00:00,0.0
Pinus,DEVIEC,2018-07-13 03:00:00,2018-07-13 04:00:00,0.0
Poaceae,DEBIED,2018-07-13 03:00:00,2018-07-13 04:00:00,9.465363185
Poaceae,DEVIEC,2018-07-13 03:00:00,2018-07-13 04:00:00,0.0
Pinus,DEBIED,2018-07-13 06:00:00,2018-07-13 07:00:00,0.0
Pinus,DEVIEC,2018-07-13 06:00:00,2018-07-13 07:00:00,0.0
Poaceae,DEBIED,2018-07-13 06:00:00,2018-07-13 07:00:00,4.8236947
Poaceae,DEVIEC,2018-07-13 06:00:00,2018-07-13 07:00:00,0.0
Pinus,DEBIED,2018-07-13 09:00:00,2018-07-13 10:00:00,0.0
Pinus,DEVIEC,2018-07-13 09:00:00,2018-07-13 10:00:00,0.0
Poaceae,DEBIED,2018-07-13 09:00:00,2018-07-13 10:00:00,0.0
Poaceae,DEVIEC,2018-07-13 09:00:00,2018-07-13 10:00:00,15.59083395
Pinus,DEBIED,2018-07-13 12:00:00,2018-07-13 13:00:00,0.0
Pinus,DEVIEC,2018-07-13 12:00:00,2018-07-13 13:00:00,0.0
Poaceae,DEBIED,2018-07-13 12:00:00,2018-07-13 13:00:00,4.781658145
Poaceae,DEVIEC,2018-07-13 12:00:00,2018-07-13 13:00:00,25.75062664
Pinus,DEBIED,2018-07-13 15:00:00,2018-07-13 16:00:00,0.0
Poaceae,DEBIED,2018-07-13 15:00:00,2018-07-13 16:00:00,9.465363185
Pinus,DEBIED,2018-07-13 18:00:00,2018-07-13 19:00:00,0.0
Poaceae,DEBIED,2018-07-13 18:00:00,2018-07-13 19:00:00,18.93072637
Pinus,DEBIED,2018-07-13 21:00:00,2018-07-13 22:00:00,0.0
Poaceae,DEBIED,2018-07-13 21:00:00,2018-07-13 22:00:00,4.732681592
Pinus,DEBIED,2018-07-14 00:00:00,2018-07-14 01:00:00,0.0
Poaceae,DEBIED,2018-07-14 00:00:00,2018-07-14 01:00:00,14.18646399
Pinus,DEBIED,2018-07-14 03:00:00,2018-07-14 04:00:00,0.0
Poaceae,DEBIED,2018-07-14 03:00:00,2018-07-14 04:00:00,18.94619265
Pinus,DEBIED,2018-07-14 06:00:00,2018-07-14 07:00:00,0.0
Poaceae,DEBIED,2018-07-14 06:00:00,2018-07-14 07:00:00,28.37292798
Pinus,DEBIED,2018-07-14 09:00:00,2018-07-14 10:00:00,0.0
Poaceae,DEBIED,2018-07-14 09:00:00,2018-07-14 10:00:00,14.20964449
Pinus,DEBIED,2018-07-14 12:00:00,2018-07-14 13:00:00,0.0
Poaceae,DEBIED,2018-07-14 12:00:00,2018-07-14 13:00:00,37.83057064
Pinus,DEBIED,2018-07-14 15:00:00,2018-07-14 16:00:00,0.0
Poaceae,DEBIED,2018-07-14 15:00:00,2018-07-14 16:00:00,14.19804478
Pinus,DEBIED,2018-07-16 09:00:00,2018-07-16 10:00:00,0.0
Poaceae,DEBIED,2018-07-16 09:00:00,2018-07-16 10:00:00,0.0
Pinus,DEBIED,2018-07-16 12:00:00,2018-07-16 13:00:00,0.0
Poaceae,DEBIED,2018-07-16 12:00:00,2018-07-16 13:00:00,0.0
Pinus,DEBIED,2018-07-16 15:00:00,2018-07-16 16:00:00,0.0
Poaceae,DEBIED,2018-07-16 15:00:00,2018-07-16 16:00:00,28.39608955
Pinus,DEBIED,2018-07-16 18:00:00,2018-07-16 19:00:00,0.0
Poaceae,DEBIED,2018-07-16 18:00:00,2018-07-16 19:00:00,9.465363185
Pinus,DEBIED,2018-07-16 21:00:00,2018-07-16 22:00:00,0.0
Poaceae,DEBIED,2018-07-16 21:00:00,2018-07-16 22:00:00,9.465363185
Pinus,DEBIED,2018-07-17 00:00:00,2018-07-17 01:00:00,0.0
Poaceae,DEBIED,2018-07-17 00:00:00,2018-07-17 01:00:00,0.0
Pinus,DEBIED,2018-07-17 03:00:00,2018-07-17 04:00:00,0.0
Poaceae,DEBIED,2018-07-17 03:00:00,2018-07-17 04:00:00,0.0
Pinus,DEBIED,2018-07-17 06:00:00,2018-07-17 07:00:00,0.0
Poaceae,DEBIED,2018-07-17 06:00:00,2018-07-17 07:00:00,0.0
Pinus,DEBIED,2018-07-17 09:00:00,2018-07-17 10:00:00,0.0
Poaceae,DEBIED,2018-07-17 09:00:00,2018-07-17 10:00:00,14.06535277
Pinus,DEBIED,2018-07-17 12:00:00,2018-07-17 13:00:00,0.0
Poaceae,DEBIED,2018-07-17 12:00:00,2018-07-17 13:00:00,14.06535277
Pinus,DEBIED,2018-07-17 15:00:00,2018-07-17 16:00:00,0.0
Poaceae,DEBIED,2018-07-17 15:00:00,2018-07-17 16:00:00,18.93072637
Pinus,DEBIED,2018-07-17 18:00:00,2018-07-17 19:00:00,0.0
Poaceae,DEBIED,2018-07-17 18:00:00,2018-07-17 19:00:00,4.736548162
Pinus,DEBIED,2018-07-17 21:00:00,2018-07-17 22:00:00,0.0
Poaceae,DEBIED,2018-07-17 21:00:00,2018-07-17 22:00:00,0.0
Pinus,DEBIED,2018-07-18 00:00:00,2018-07-18 01:00:00,0.0
Poaceae,DEBIED,2018-07-18 00:00:00,2018-07-18 01:00:00,0.0
Pinus,DEBIED,2018-07-18 03:00:00,2018-07-18 04:00:00,0.0
Poaceae,DEBIED,2018-07-18 03:00:00,2018-07-18 04:00:00,0.0
Pinus,DEBIED,2018-07-18 06:00:00,2018-07-18 07:00:00,0.0
Poaceae,DEBIED,2018-07-18 06:00:00,2018-07-18 07:00:00,4.732681592
Pinus,DEBIED,2018-07-18 09:00:00,2018-07-18 10:00:00,0.0
Poaceae,DEBIED,2018-07-18 09:00:00,2018-07-18 10:00:00,4.736548162
Pinus,DEBIED,2018-07-18 15:00:00,2018-07-18 16:00:00,0.0
Poaceae,DEBIED,2018-07-18 15:00:00,2018-07-18 16:00:00,14.38841284
Pinus,DEBIED,2018-07-18 18:00:00,2018-07-18 19:00:00,0.0
Pinus,DEVIEC,2018-07-18 18:00:00,2018-07-18 19:00:00,0.0
Poaceae,DEBIED,2018-07-18 18:00:00,2018-07-18 19:00:00,22.87455723
Poaceae,DEVIEC,2018-07-18 18:00:00,2018-07-18 19:00:00,12.35999004
Pinus,DEBIED,2018-07-18 21:00:00,2018-07-18 22:00:00,0.0
Pinus,DEVIEC,2018-07-18 21:00:00,2018-07-18 22:00:00,0.0
Poaceae,DEBIED,2018-07-18 21:00:00,2018-07-18 22:00:00,13.92522406
Poaceae,DEVIEC,2018-07-18 21:00:00,2018-07-18 22:00:00,0.0
Pinus,DEBIED,2018-07-19 00:00:00,2018-07-19 01:00:00,0.0
Pinus,DEVIEC,2018-07-19 00:00:00,2018-07-19 01:00:00,0.0
Poaceae,DEBIED,2018-07-19 00:00:00,2018-07-19 01:00:00,0.0
Poaceae,DEVIEC,2018-07-19 00:00:00,2018-07-19 01:00:00,0.0
Pinus,DEBIED,2018-07-19 03:00:00,2018-07-19 04:00:00,0.0
Pinus,DEVIEC,2018-07-19 03:00:00,2018-07-19 04:00:00,0.0
Poaceae,DEBIED,2018-07-19 03:00:00,2018-07-19 04:00:00,0.0
Poaceae,DEVIEC,2018-07-19 03:00:00,2018-07-19 04:00:00,5.196944649
Pinus,DEBIED,2018-07-19 06:00:00,2018-07-19 07:00:00,0.0
Pinus,DEVIEC,2018-07-19 06:00:00,2018-07-19 07:00:00,0.0
Poaceae,DEBIED,2018-07-19 06:00:00,2018-07-19 07:00:00,4.759880912
Poaceae,DEVIEC,2018-07-19 06:00:00,2018-07-19 07:00:00,0.0
Pinus,DEBIED,2018-07-19 09:00:00,2018-07-19 10:00:00,0.0
Pinus,DEVIEC,2018-07-19 09:00:00,2018-07-19 10:00:00,0.0
Poaceae,DEBIED,2018-07-19 09:00:00,2018-07-19 10:00:00,0.0
Poaceae,DEVIEC,2018-07-19 09:00:00,2018-07-19 10:00:00,15.77790047
Pinus,DEBIED,2018-07-19 12:00:00,2018-07-19 13:00:00,0.0
Pinus,DEVIEC,2018-07-19 12:00:00,2018-07-19 13:00:00,0.0
Poaceae,DEBIED,2018-07-19 12:00:00,2018-07-19 13:00:00,9.465363185
Poaceae,DEVIEC,2018-07-19 12:00:00,2018-07-19 13:00:00,26.00891759
Pinus,DEBIED,2018-07-19 15:00:00,2018-07-19 16:00:00,0.0
Pinus,DEVIEC,2018-07-19 15:00:00,2018-07-19 16:00:00,0.0
Poaceae,DEBIED,2018-07-19 15:00:00,2018-07-19 16:00:00,23.68274081
Poaceae,DEVIEC,2018-07-19 15:00:00,2018-07-19 16:00:00,0.0
Pinus,DEBIED,2018-07-19 18:00:00,2018-07-19 19:00:00,0.0
Pinus,DEVIEC,2018-07-19 18:00:00,2018-07-19 19:00:00,0.0
Poaceae,DEBIED,2018-07-19 18:00:00,2018-07-19 19:00:00,14.20964449
Poaceae,DEVIEC,2018-07-19 18:00:00,2018-07-19 19:00:00,5.196944649
Pinus,DEBIED,2018-07-19 21:00:00,2018-07-19 22:00:00,0.0
Pinus,DEVIEC,2018-07-19 21:00:00,2018-07-19 22:00:00,0.0
Poaceae,DEBIED,2018-07-19 21:00:00,2018-07-19 22:00:00,9.473096324
Poaceae,DEVIEC,2018-07-19 21:00:00,2018-07-19 22:00:00,0.0
Pinus,DEBIED,2018-07-20 00:00:00,2018-07-20 01:00:00,0.0
Pinus,DEVIEC,2018-07-20 00:00:00,2018-07-20 01:00:00,0.0
Poaceae,DEBIED,2018-07-20 00:00:00,2018-07-20 01:00:00,0.0
Poaceae,DEVIEC,2018-07-20 00:00:00,2018-07-20 01:00:00,0.0
Pinus,DEBIED,2018-07-20 03:00:00,2018-07-20 04:00:00,0.0
Pinus,DEVIEC,2018-07-20 03:00:00,2018-07-20 04:00:00,0.0
Poaceae,DEBIED,2018-07-20 03:00:00,2018-07-20 04:00:00,4.740421055
Poaceae,DEVIEC,2018-07-20 03:00:00,2018-07-20 04:00:00,0.0
Pinus,DEBIED,2018-07-20 06:00:00,2018-07-20 07:00:00,0.0
Pinus,DEVIEC,2018-07-20 06:00:00,2018-07-20 07:00:00,0.0
Poaceae,DEBIED,2018-07-20 06:00:00,2018-07-20 07:00:00,4.77775475
Poaceae,DEVIEC,2018-07-20 06:00:00,2018-07-20 07:00:00,0.0
Pinus,DEBIED,2018-07-20 09:00:00,2018-07-20 10:00:00,0.0
Pinus,DEVIEC,2018-07-20 09:00:00,2018-07-20 10:00:00,0.0
Poaceae,DEBIED,2018-07-20 09:00:00,2018-07-20 10:00:00,4.72882133
Poaceae,DEVIEC,2018-07-20 09:00:00,2018-07-20 10:00:00,0.0
Pinus,DEBIED,2018-07-20 12:00:00,2018-07-20 13:00:00,0.0
Pinus,DEVIEC,2018-07-20 12:00:00,2018-07-20 13:00:00,0.0
Poaceae,DEBIED,2018-07-20 12:00:00,2018-07-20 13:00:00,14.20964449
Poaceae,DEVIEC,2018-07-20 12:00:00,2018-07-20 13:00:00,15.74851891
Pinus,DEBIED,2018-07-20 15:00:00,2018-07-20 16:00:00,0.0
Pinus,DEVIEC,2018-07-20 15:00:00,2018-07-20 16:00:00,0.0
Poaceae,DEBIED,2018-07-20 15:00:00,2018-07-20 16:00:00,14.163359
Poaceae,DEVIEC,2018-07-20 15:00:00,2018-07-20 16:00:00,5.196944649
Pinus,DEBIED,2018-07-20 18:00:00,2018-07-20 19:00:00,0.0
Pinus,DEVIEC,2018-07-20 18:00:00,2018-07-20 19:00:00,0.0
Poaceae,DEBIED,2018-07-20 18:00:00,2018-07-20 19:00:00,14.20964449
Poaceae,DEVIEC,2018-07-20 18:00:00,2018-07-20 19:00:00,10.40356704
Pinus,DEBIED,2018-07-20 21:00:00,2018-07-20 22:00:00,0.0
Pinus,DEVIEC,2018-07-20 21:00:00,2018-07-20 22:00:00,0.0
Poaceae,DEBIED,2018-07-20 21:00:00,2018-07-20 22:00:00,18.94619265
Poaceae,DEVIEC,2018-07-20 21:00:00,2018-07-20 22:00:00,0.0
Pinus,DEBIED,2018-07-21 00:00:00,2018-07-21 01:00:00,0.0
Pinus,DEVIEC,2018-07-21 00:00:00,2018-07-21 01:00:00,0.0
Poaceae,DEBIED,2018-07-21 00:00:00,2018-07-21 01:00:00,4.736548162
Poaceae,DEVIEC,2018-07-21 00:00:00,2018-07-21 01:00:00,5.196944649
Pinus,DEBIED,2018-07-21 03:00:00,2018-07-21 04:00:00,0.0
Pinus,DEVIEC,2018-07-21 03:00:00,2018-07-21 04:00:00,0.0
Poaceae,DEBIED,2018-07-21 03:00:00,2018-07-21 04:00:00,0.0
Poaceae,DEVIEC,2018-07-21 03:00:00,2018-07-21 04:00:00,0.0
Pinus,DEBIED,2018-07-21 06:00:00,2018-07-21 07:00:00,0.0
Pinus,DEVIEC,2018-07-21 06:00:00,2018-07-21 07:00:00,0.0
Poaceae,DEBIED,2018-07-21 06:00:00,2018-07-21 07:00:00,0.0
Poaceae,DEVIEC,2018-07-21 06:00:00,2018-07-21 07:00:00,0.0
Pinus,DEBIED,2018-07-21 09:00:00,2018-07-21 10:00:00,0.0
Pinus,DEVIEC,2018-07-21 09:00:00,2018-07-21 10:00:00,0.0
Poaceae,DEBIED,2018-07-21 09:00:00,2018-07-21 10:00:00,0.0
Poaceae,DEVIEC,2018-07-21 09:00:00,2018-07-21 10:00:00,0.0
Pinus,DEBIED,2018-07-21 12:00:00,2018-07-21 13:00:00,0.0
Pinus,DEVIEC,2018-07-21 12:00:00,2018-07-21 13:00:00,0.0
Poaceae,DEBIED,2018-07-21 12:00:00,2018-07-21 13:00:00,0.0
Poaceae,DEVIEC,2018-07-21 12:00:00,2018-07-21 13:00:00,0.0
Pinus,DEBIED,2018-07-21 15:00:00,2018-07-21 16:00:00,0.0
Pinus,DEVIEC,2018-07-21 15:00:00,2018-07-21 16:00:00,0.0
Poaceae,DEBIED,2018-07-21 15:00:00,2018-07-21 16:00:00,0.0
Poaceae,DEVIEC,2018-07-21 15:00:00,2018-07-21 16:00:00,0.0
Pinus,DEBIED,2018-07-21 18:00:00,2018-07-21 19:00:00,0.0
Poaceae,DEBIED,2018-07-21 18:00:00,2018-07-21 19:00:00,0.0
Pinus,DEBIED,2018-07-21 21:00:00,2018-07-21 22:00:00,0.0
Pinus,DEVIEC,2018-07-21 21:00:00,2018-07-21 22:00:00,0.0
Poaceae,DEBIED,2018-07-21 21:00:00,2018-07-21 22:00:00,0.0
Poaceae,DEVIEC,2018-07-21 21:00:00,2018-07-21 22:00:00,0.0
Pinus,DEBIED,2018-07-22 00:00:00,2018-07-22 01:00:00,0.0
Pinus,DEVIEC,2018-07-22 00:00:00,2018-07-22 01:00:00,0.0
Poaceae,DEBIED,2018-07-22 00:00:00,2018-07-22 01:00:00,0.0
Poaceae,DEVIEC,2018-07-22 00:00:00,2018-07-22 01:00:00,0.0
Pinus,DEBIED,2018-07-22 03:00:00,2018-07-22 04:00:00,0.0
Pinus,DEVIEC,2018-07-22 03:00:00,2018-07-22 04:00:00,0.0
Poaceae,DEBIED,2018-07-22 03:00:00,2018-07-22 04:00:00,0.0
Poaceae,DEVIEC,2018-07-22 03:00:00,2018-07-22 04:00:00,0.0
Pinus,DEBIED,2018-07-22 06:00:00,2018-07-22 07:00:00,0.0
Pinus,DEVIEC,2018-07-22 06:00:00,2018-07-22 07:00:00,0.0
Poaceae,DEBIED,2018-07-22 06:00:00,2018-07-22 07:00:00,0.0
Poaceae,DEVIEC,2018-07-22 06:00:00,2018-07-22 07:00:00,0.0
Pinus,DEBIED,2018-07-22 09:00:00,2018-07-22 10:00:00,0.0
Pinus,DEVIEC,2018-07-22 09:00:00,2018-07-22 10:00:00,0.0
Poaceae,DEBIED,2018-07-22 09:00:00,2018-07-22 10:00:00,4.736548162
Poaceae,DEVIEC,2018-07-22 09:00:00,2018-07-22 10:00:00,0.0
Pinus,DEBIED,2018-07-22 12:00:00,2018-07-22 13:00:00,0.0
Pinus,DEVIEC,2018-07-22 12:00:00,2018-07-22 13:00:00,0.0
Poaceae,DEBIED,2018-07-22 12:00:00,2018-07-22 13:00:00,0.0
Poaceae,DEVIEC,2018-07-22 12:00:00,2018-07-22 13:00:00,0.0
Pinus,DEBIED,2018-07-22 15:00:00,2018-07-22 16:00:00,0.0
Pinus,DEVIEC,2018-07-22 15:00:00,2018-07-22 16:00:00,0.0
Poaceae,DEBIED,2018-07-22 15:00:00,2018-07-22 16:00:00,0.0
Poaceae,DEVIEC,2018-07-22 15:00:00,2018-07-22 16:00:00,0.0
Pinus,DEBIED,2018-07-22 18:00:00,2018-07-22 19:00:00,0.0
Pinus,DEVIEC,2018-07-22 18:00:00,2018-07-22 19:00:00,0.0
Poaceae,DEBIED,2018-07-22 18:00:00,2018-07-22 19:00:00,0.0
Poaceae,DEVIEC,2018-07-22 18:00:00,2018-07-22 19:00:00,0.0
Pinus,DEBIED,2018-07-22 21:00:00,2018-07-22 22:00:00,0.0
Pinus,DEVIEC,2018-07-22 21:00:00,2018-07-22 22:00:00,0.0
Poaceae,DEBIED,2018-07-22 21:00:00,2018-07-22 22:00:00,0.0
Poaceae,DEVIEC,2018-07-22 21:00:00,2018-07-22 22:00:00,0.0
Pinus,DEBIED,2018-07-23 00:00:00,2018-07-23 01:00:00,0.0
Pinus,DEVIEC,2018-07-23 00:00:00,2018-07-23 01:00:00,0.0
Poaceae,DEBIED,2018-07-23 00:00:00,2018-07-23 01:00:00,0.0
Poaceae,DEVIEC,2018-07-23 00:00:00,2018-07-23 01:00:00,0.0
Pinus,DEBIED,2018-07-23 03:00:00,2018-07-23 04:00:00,0.0
Pinus,DEVIEC,2018-07-23 03:00:00,2018-07-23 04:00:00,0.0
Poaceae,DEBIED,2018-07-23 03:00:00,2018-07-23 04:00:00,0.0
Poaceae,DEVIEC,2018-07-23 03:00:00,2018-07-23 04:00:00,0.0
Pinus,DEBIED,2018-07-23 06:00:00,2018-07-23 07:00:00,0.0
Pinus,DEVIEC,2018-07-23 06:00:00,2018-07-23 07:00:00,0.0
Poaceae,DEBIED,2018-07-23 06:00:00,2018-07-23 07:00:00,0.0
Poaceae,DEVIEC,2018-07-23 06:00:00,2018-07-23 07:00:00,0.0
Pinus,DEBIED,2018-07-23 09:00:00,2018-07-23 10:00:00,0.0
Pinus,DEVIEC,2018-07-23 09:00:00,2018-07-23 10:00:00,0.0
Poaceae,DEBIED,2018-07-23 09:00:00,2018-07-23 10:00:00,0.0
Poaceae,DEVIEC,2018-07-23 09:00:00,2018-07-23 10:00:00,0.0
Pinus,DEBIED,2018-07-23 12:00:00,2018-07-23 13:00:00,0.0
Pinus,DEVIEC,2018-07-23 12:00:00,2018-07-23 13:00:00,0.0
Poaceae,DEBIED,2018-07-23 12:00:00,2018-07-23 13:00:00,9.44993472
Poaceae,DEVIEC,2018-07-23 12:00:00,2018-07-23 13:00:00,28.60980935
Pinus,DEBIED,2018-07-23 15:00:00,2018-07-23 16:00:00,0.0
Pinus,DEVIEC,2018-07-23 15:00:00,2018-07-23 16:00:00,0.0
Poaceae,DEBIED,2018-07-23 15:00:00,2018-07-23 16:00:00,9.465363185
Poaceae,DEVIEC,2018-07-23 15:00:00,2018-07-23 16:00:00,9.616742637
Pinus,DEBIED,2018-07-23 18:00:00,2018-07-23 19:00:00,0.0
Pinus,DEVIEC,2018-07-23 18:00:00,2018-07-23 19:00:00,0.0
Poaceae,DEBIED,2018-07-23 18:00:00,2018-07-23 19:00:00,4.72882133
Poaceae,DEVIEC,2018-07-23 18:00:00,2018-07-23 19:00:00,4.763865928
Pinus,DEBIED,2018-07-23 21:00:00,2018-07-23 22:00:00,0.0
Pinus,DEVIEC,2018-07-23 21:00:00,2018-07-23 22:00:00,0.0
